,Variance
time,30540.69375615935
pfu_l_mes,2618.852301019968
prs_eg[0],65.61932378739445
prs_eg_mes[0],65.61932378739445
egbp_mes[0],53.046734360132774
n,6.585371724790389
poil,5.970569188315589
map_mes,2.929087761637977
prs_bpa_dif,2.6512628863203305
prs_thr_down,2.4202652766520014
prs_sp_bpa,1.9096758489491603
prs_bpa,1.9096758489491603
prs_thr_up_sp,1.9096758489491603
prs_cmpr_down,1.6056863803862083
map,1.4307582296625327
prs_thr_up,1.3830552286589772
prs_tur_down,0.26389196741098264
prs_cmpr_up,0.19379261943698645
fup_mes,0.17004208078595828
prs_up_cmp_prot[0],0.1505585588896639
amp_mes,0.14719453358428808
pfu_mes,0.12195245161377158
fup,0.009463361554165054
fup_sp,0.000549905097372557
soi_main1_chk_tu[2],0.0004394872277578757
soi_main1_chk_tu[5],0.00041795575961519065
soi_main1_chk_tu[0],0.00033478457097306426
soi_main1_chk_tu[4],0.00032936068852511903
soi_main1_bas,0.0003272798350202643
soi_main1_chk_tu[1],0.00030773975838471263
soi_main1_tu,0.00025855050629069705
soi_main1,0.0002570955019652974
soi_main1_chk_tu[3],0.00017880342031941702
