,Data Type,Count,Missing,Unique,Mean,Median,Std,Variance,Min,25%,75%,Max
time,float64,5045,0,5045,302.76020872398016,302.764118937658,174.75895901543745,30540.69375615935,0.1497302379555663,151.459256836143,454.0596847572368,605.3546555005948
prs_tur_down,float64,5045,0,4,983.8594623274183,984.231021591516,0.5137041633187166,0.26389196741098264,982.0751659418632,983.1530937666896,984.231021591516,985.3089494163426
prs_thr_up_sp,float64,5045,0,60,1229.469947940119,1229.501060502022,1.3819102173980624,1.9096758489491603,1224.85767910277,1228.837720302129,1229.998565651942,1235.636957351034
prs_sp_bpa,float64,5045,0,60,1229.469947940119,1229.501060502022,1.3819102173980624,1.9096758489491603,1224.85767910277,1228.837720302129,1229.998565651942,1235.636957351034
prs_bpa,float64,5045,0,60,1229.469947940119,1229.501060502022,1.3819102173980624,1.9096758489491603,1224.85767910277,1228.837720302129,1229.998565651942,1235.636957351034
prs_thr_up,float64,5045,0,52,1229.348521840099,1229.501060502022,1.1760336851718904,1.3830552286589772,1224.85767910277,1228.837720302129,1229.749813076982,1235.636957351034
fup_mes,float64,5045,0,328,5.648137706703151,5.670166014428931,0.41236158985283566,0.17004208078595828,4.333496092835889,5.334472655124742,5.993652342485694,6.750488279826047
soi_main1_chk_tu[4],float64,5045,0,930,0.6432758137602687,0.6328125000000142,0.018148297124664866,0.00032936068852511903,0.5938153032456167,0.6328125000000142,0.6406499336669849,0.6992114664190434
prs_eg[0],float64,5045,0,5000,1452.1792617836825,1452.687886595013,8.100575521985734,65.61932378739445,1431.866215999562,1445.086625467308,1459.100059868399,1470.902144763175
soi_main1_chk_tu[3],float64,5045,0,674,0.6376148262649493,0.6328125000000142,0.013371739614553412,0.00017880342031941702,0.5859375000000142,0.6328125000000142,0.6328125000000142,0.6796875000000142
soi_main1_chk_tu[2],float64,5045,0,1028,0.6484401700280146,0.6328125000000142,0.020963950671518853,0.0004394872277578757,0.6328125000000142,0.6328125000000142,0.6719394616042067,0.7031250000000142
soi_main1_chk_tu[5],float64,5045,0,1014,0.6474602107996179,0.6328125000000142,0.020443966337655484,0.00041795575961519065,0.6328125000000142,0.6328125000000142,0.6718593133918933,0.6993546094591439
poil,float64,5045,0,4131,6848.481228056615,6849.26498369364,2.4434748184328785,5.970569188315589,6840.168783603756,6846.061290479386,6849.955096560112,6855.925139056005
prs_cmpr_up,float64,5045,0,2217,983.8565373800003,984.0518497890688,0.4402188313066428,0.19379261943698645,982.255653067896,983.3329451986208,984.231021591516,985.1286456729712
prs_eg_mes[0],float64,5045,0,5000,1452.1792617836825,1452.687886595013,8.100575521985734,65.61932378739445,1431.866215999562,1445.086625467308,1459.100059868399,1470.902144763175
soi_main1_chk_tu[1],float64,5045,0,914,0.6424027231786361,0.6328125000000142,0.017542512886833308,0.00030773975838471263,0.593740570955851,0.6328125000000142,0.6406095533755619,0.6992609435323607
map,float64,5045,0,3694,1228.5467916974897,1229.005258835331,1.196143064044821,1.4307582296625327,1223.945019112716,1227.802769466413,1229.501060502022,1231.160128938013
prs_bpa_dif,float64,5045,0,3803,-251.46052888338625,-251.8200810065318,1.6282699058572354,2.6512628863203305,-258.372350875626,-252.1521934843944,-250.576760509648,-246.4857848518586
egbp_mes[0],float64,5045,0,5014,1440.4931009004542,1440.495913602205,7.283318911055095,53.046734360132774,1423.907862849379,1434.025209556222,1446.964895732212,1456.578014899205
prs_cmpr_down,float64,5045,0,3717,1228.596598749021,1229.060064192909,1.2671568097067578,1.6056863803862083,1223.834651869486,1227.841226304223,1229.501060502022,1233.896009591422
prs_up_cmp_prot[0],float64,5045,0,2228,983.8566826755459,983.8725322146374,0.38801876100217614,0.1505585588896639,982.4347750398966,983.5125588235696,984.231021591516,984.9517087015906
amp_mes,float64,5045,0,2254,983.8613862221125,983.8725796206534,0.38365939788344566,0.14719453358428808,982.4347750398966,983.512612756135,984.231021591516,984.231021591516
pfu_mes,float64,5045,0,5041,5.6564266952435505,5.657401061330484,0.3492169119813237,0.12195245161377158,4.734158936408913,5.379455468355963,5.955057727118919,6.490355677825923
pfu_l_mes,float64,5045,0,4966,3878.213213385287,3878.550148775464,51.17472326275901,2618.852301019968,3719.722594157934,3842.725143060926,3912.629515801349,4054.105238856667
map_mes,float64,5045,0,4412,1228.7720940274871,1228.948167279417,1.7114577884476079,2.929087761637977,1225.355184252689,1227.399779442281,1230.164255669853,1231.822751201648
prs_thr_down,float64,5045,0,4984,1230.867147208467,1230.877614986092,1.5557201794191657,2.4202652766520014,1225.852195393746,1229.700686260548,1231.840476647072,1235.635702672474
n,float64,5045,0,4730,999.7027036065824,999.5675975562276,2.5661979122410625,6.585371724790389,992.258420507464,997.7114626684688,1001.717608599103,1006.780843122108
fup,float64,5045,0,5000,5.515190222429254,5.521788511148659,0.09727981061949624,0.009463361554165054,5.193800838662751,5.448926570976808,5.584716795696956,5.870288945654663
soi_main1,float64,5045,0,1992,0.6437951170924125,0.6328125000000142,0.01603419788967622,0.0002570955019652974,0.5883601922574897,0.6328125000000142,0.6549208863751015,0.7009236474319026
soi_main1_chk_tu[0],float64,5045,0,959,0.6439499952675809,0.6328125000000142,0.01829711919874449,0.00033478457097306426,0.5883601922574897,0.6328125000000142,0.6528305107928977,0.7023912158106437
soi_main1_tu,float64,5045,0,1994,0.6438361098294343,0.6328125000000142,0.01607950578502639,0.00025855050629069705,0.5883601922574897,0.6328125000000142,0.6550124501867159,0.7009236474319026
fup_sp,float64,5045,0,644,5.517347408341057,5.49926757696498,0.02345005538101258,0.000549905097372557,5.49926757696498,5.49926757696498,5.535888670707255,5.59329008347583
soi_main1_bas,float64,5045,0,1389,0.6453359337817595,0.6328125000000142,0.01809087712136325,0.0003272798350202643,0.5870769021975843,0.6328125000000142,0.6588235200745521,0.6976032480578735
