,Data Type,Count,Missing,Unique,Mean,Median,Std,Variance,Min,25%,75%,Max
time,float64,12647,0,12647,632.5491076995557,632.5183010638309,365.1798435862451,133356.31816167446,0.125430796885496,316.3434300905591,948.7766760458687,1264.994933420305
prs_bpa,float64,12647,0,3,981.0512030216123,980.9972381170368,0.34492069377306767,0.11897028499289432,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
prs_thr_up,float64,12647,0,3,981.0509473259158,980.9972381170368,0.3445608446650334,0.11872217567628128,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
fup_mes,float64,12647,0,1081,8.781693590099971,8.251953123259327,2.0223122980398367,4.0897470308031645,3.967285155413138,7.574462889027236,10.21728515409476,13.76342773147173
prs_sp_bpa,float64,12647,0,3,981.0512030216123,980.9972381170368,0.34492069377306767,0.11897028499289432,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
prs_thr_up_sp,float64,12647,0,3,981.0512030216123,980.9972381170368,0.34492069377306767,0.11897028499289432,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
prs_tur_down,float64,12647,0,3,981.050862094017,980.9972381170368,0.3444407692340434,0.11863944351053954,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
soi_main1_chk_tu[5],float64,12647,0,5348,1.9210519927941623,1.921875000000014,0.017388026234416223,0.0003023434563287468,1.734375000000014,1.9179017349333614,1.925865505811504,2.015625000000014
soi_main1_chk_tu[1],float64,12647,0,4828,1.9238396788777135,1.921875000000014,0.016189405701381547,0.00026209685696392535,1.742376565115925,1.921875000000014,1.941331941698849,2.007802935998755
soi_main1_chk_tu[2],float64,12647,0,5099,1.926528547068392,1.921875000000014,0.015375447913276285,0.00023640439853387206,1.761718290160791,1.921875000000014,1.9414156478137832,1.992187500000014
prs_eg_mes[0],float64,12647,0,12496,1893.365752526906,1895.252652849692,49.326440693230204,2433.0977514627566,1781.339031121542,1882.109192593475,1930.5098082980294,1977.028416177026
prs_eg[0],float64,12647,0,12496,1893.365752526906,1895.252652849692,49.326440693230204,2433.0977514627566,1781.339031121542,1882.109192593475,1930.5098082980294,1977.028416177026
poil,float64,12647,0,10811,6847.989599964765,6848.87385107625,2.520315654445523,6.351990998043165,6839.185129136979,6845.143639300019,6849.846787323995,6855.92558634639
soi_main1_chk_tu[3],float64,12647,0,5274,1.9210358619985868,1.921875000000014,0.016360274033846066,0.0002676585664625378,1.742186580321568,1.9179701569222305,1.9258233132567546,1.992187500000014
prs_cmpr_up,float64,12647,0,2328,981.0507745862043,980.9972381170368,0.29459518379725474,0.08678632231653831,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
soi_main1_chk_tu[4],float64,12647,0,4901,1.9226043224841105,1.921875000000014,0.015708107415449847,0.00024674463857531044,1.742186580321568,1.918069064316228,1.925872352045092,2.015625000000014
map,float64,12647,0,2327,981.0508630949164,980.9972381170368,0.24765415676708144,0.061332581364014156,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
prs_cmpr_down,float64,12647,0,2327,981.0510300533556,980.9972381170368,0.26043860715901174,0.06782826809892605,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
egbp_mes[0],float64,12647,0,12487,1874.885830455562,1877.502251987624,47.01658747709186,2210.559497991031,1770.140329923234,1865.4535168142356,1909.799863241655,1951.824242682995
prs_bpa_dif,float64,12647,0,2325,-11.164485053371148,-11.11094834820756,0.2600403633647981,0.06762099057889623,-12.18887617303399,-11.11094834820756,-11.11094834820756,-9.950102998394486
pfu_l_mes,float64,12647,0,12237,4077.443414145267,4069.52571782297,112.06498040606309,12558.559833411302,3701.868264535026,3996.680011754257,4157.982207980469,4409.905706985614
map_mes,float64,12647,0,9809,1526.7952043768423,1521.536583504997,57.929334346355255,3355.807777811815,1419.15252400818,1508.6541681726744,1565.7342311942034,1614.570046540017
pfu_mes,float64,12647,0,12638,8.802693328900443,8.25280207478714,2.021791349970797,4.0876402628167385,5.070781750470945,7.5942643356929995,10.206465092446685,12.67111958701025
prs_up_cmp_prot[0],float64,12647,0,2330,981.0510301296542,980.9972381170368,0.26019851197752747,0.0677032656353195,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
amp_mes,float64,12647,0,2327,981.0506865436101,980.9972381170368,0.26018431176283857,0.06769587608750198,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
fup,float64,12647,0,12397,8.78143453039076,8.017900477333116,1.9919136083941413,3.9677198233057682,5.77397431645147,7.895785440285653,10.032036733099996,12.59271373729598
n,float64,12647,0,10758,1199.3704883966348,1199.340997513977,3.8840410693106966,15.085775028092181,1171.642139006511,1196.4445712282416,1202.3701265919526,1222.295228244765
soi_main1,float64,12647,0,5224,1.9228513389396875,1.921875000000014,0.016233299114035548,0.0002635200001257473,1.738137533241287,1.921875000000014,1.9340329706342205,2.00256471784221
prs_thr_down,float64,12647,0,2328,981.0508805535377,980.9972381170368,0.2849429779428278,0.08119250067892686,979.8363927672236,980.9972381170368,980.9972381170368,982.0751659418632
soi_main1_tu,float64,12647,0,5233,1.9228402202857335,1.921875000000014,0.01622840541069066,0.00026336114217373393,1.738137533241287,1.921875000000014,1.9340024748786415,2.00256471784221
soi_main1_chk_tu[0],float64,12647,0,5308,1.9217597272358475,1.921875000000014,0.01653425040987613,0.000273381436616489,1.734375000000014,1.921074869890914,1.931797133472201,2.015625000000014
soi_main1_bas,float64,12647,0,6299,1.9214845462385075,1.921875000000014,0.01615992325946865,0.0002611431197519159,1.734375000000014,1.9140499803105624,1.9315855934919735,2.015625000000014
fup_sp,float64,12647,0,1169,8.780341389283837,7.998657224875257,1.9920655806485006,3.968325277604448,5.999755858109407,7.922363279578851,10.00061034945296,11.99951171621881
