,Data Type,Count,Missing,Unique,Mean,Median,Std,Variance,Min,25%,75%,Max
time,float64,8013,0,8013,300.472025704718,300.4712856300257,173.4557071820188,30086.88235401425,0.0932356563534995,150.2889126336195,450.6700922448899,600.8429603667482
prs_bpa,float64,8013,0,3,981.9839597687408,982.0751659418632,0.3736366954342073,0.13960438017499457,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
prs_sp_bpa,float64,8013,0,3,981.9839597687408,982.0751659418632,0.3736366954342073,0.13960438017499457,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
prs_thr_up,float64,8013,0,3,981.98409429112,982.0751659418632,0.37386351412805574,0.13977392719617893,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
prs_tur_down,float64,8013,0,3,981.9839597687408,982.0751659418632,0.3736366954342073,0.13960438017499457,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
fup_mes,float64,8013,0,178,7.986234251199362,7.977294920192262,0.16805392967259272,0.028242123278400737,7.403564451563286,7.87353515458915,8.0932617170428,8.563232420068665
prs_thr_up_sp,float64,8013,0,3,981.9839597687408,982.0751659418632,0.3736366954342073,0.13960438017499457,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
prs_eg[0],float64,8013,0,7850,2362.6917324313335,2362.814150115666,4.053755548450115,16.4329340465901,2347.728848385911,2359.917509922997,2365.467137285608,2377.955106401145
prs_cmpr_up,float64,8013,0,1326,981.9836981290903,982.0751659418632,0.33269030867924243,0.11068284148908962,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
prs_eg_mes[0],float64,8013,0,7850,2362.6917324313335,2362.814150115666,4.053755548450115,16.4329340465901,2347.728848385911,2359.917509922997,2365.467137285608,2377.955106401145
poil,float64,8013,0,6433,6848.220736422406,6849.258776466218,2.565037573003627,6.579417750920337,6838.646064023395,6845.163704297713,6849.956150342552,6856.485639278376
map,float64,8013,0,1326,981.9804593535756,982.0751659418632,0.29683297357108457,0.08810981419905219,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
pfu_mes,float64,8013,0,7979,8.070999126430268,8.072873894685207,0.10311984734869549,0.01063370291721826,7.724529306474847,7.999553854902314,8.14208984375,8.42081678570178
egbp_mes[0],float64,8013,0,7791,2337.447799307003,2337.500278394251,3.3833551177184713,11.447091852591772,2325.6200884586,2335.165618987869,2339.814265943671,2349.376663303485
prs_up_cmp_prot[0],float64,8013,0,1326,981.9807062378355,982.0751659418632,0.3074160139286155,0.09450460561975874,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
prs_bpa_dif,float64,8013,0,1326,-12.343034206864068,-12.43762874799394,0.3076098594911892,0.09462382565618917,-13.51555657282037,-12.43762874799394,-12.43762874799394,-11.35970092316751
prs_cmpr_down,float64,8013,0,1326,981.980841074015,982.0751659418632,0.307220301519686,0.09438431366584676,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
amp_mes,float64,8013,0,1326,981.983123973515,982.0751659418632,0.30954901308770577,0.09582059150357265,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
pfu_l_mes,float64,8013,0,5923,4628.429834387507,4630.869087488635,88.3432764098895,7804.534486834137,4423.152452887771,4551.674616617075,4701.517082287948,4850.841046768903
map_mes,float64,8013,0,6991,1650.8242012008943,1650.722619387388,1.3468287841027382,1.81394777368766,1647.072810944779,1649.857435016552,1651.752755456202,1657.770077058061
prs_thr_down,float64,8013,0,1753,981.9831088285374,982.0751659418632,0.307857760134118,0.0947764004747961,980.9972381170368,982.0751659418632,982.0751659418632,983.1530937666896
fup,float64,8013,0,7691,8.020119201612383,8.019004252033614,0.03218465676517617,0.0010358521310922001,7.858182641280639,7.998271811563552,8.040831574020537,8.147442667517604
n,float64,8013,0,5934,1600.0081591139415,1600.0,1.1929930798245596,1.4232324885092882,1596.022643895031,1599.081081334824,1601.0,1603.593726549592
fup_sp,float64,8013,0,2305,8.011354653101606,7.998657224875257,0.019039425758065873,0.0003624997331969023,7.998657224875257,7.998657224875257,8.0241311208285,8.11767577953765
