,Data Type,Count,Missing,Unique,Mean,Median,Std,Variance,Min,25%,75%,Max
time,float64,12653,0,12653,632.7423978546392,632.7563993641174,365.28806397558753,133435.3696830329,0.1078718237818634,316.4320729696097,949.0548849663624,1265.354540445221
prs_sp_bpa,float64,12653,0,3,982.8943672351163,983.1530937666896,0.4677198290712862,0.21876183850647316,982.0751659418632,983.1530937666896,983.1530937666896,984.231021591516
prs_bpa,float64,12653,0,3,982.8943672351163,983.1530937666896,0.4677198290712862,0.21876183850647316,982.0751659418632,983.1530937666896,983.1530937666896,984.231021591516
prs_thr_up_sp,float64,12653,0,3,982.8943672351163,983.1530937666896,0.4677198290712862,0.21876183850647316,982.0751659418632,983.1530937666896,983.1530937666896,984.231021591516
prs_tur_down,float64,12653,0,3,982.8941116606698,983.1530937666896,0.4678728753966239,0.21890502753190477,982.0751659418632,983.1530937666896,983.1530937666896,984.231021591516
prs_thr_up,float64,12653,0,3,982.893941277705,983.1530937666896,0.467974800924761,0.21900041430056968,982.0751659418632,983.1530937666896,983.1530937666896,984.231021591516
fup_mes,float64,12653,0,336,7.991943743590738,8.056640623300526,0.39829123421002555,0.15863590724854543,6.677246092341496,7.739257810867475,8.30688476387274,8.837890623135728
prs_cmpr_up,float64,12653,0,4461,982.8938713727094,983.1530937666896,0.4023864666015832,0.16191486850410705,982.0751659418632,982.9678807292196,983.1530937666896,984.0587006609784
poil,float64,12653,0,10658,6848.10070443106,6848.901914556667,2.519382653058453,6.347288952531848,6839.202634304725,6845.149757130251,6849.954281115595,6855.952635996034
prs_eg_mes[0],float64,12653,0,12545,1863.8844071095425,1872.498462483208,30.223158436462704,913.4393058755267,1806.325453629104,1834.842912320641,1886.245345645786,1919.257314189808
prs_eg[0],float64,12653,0,12545,1863.8844071095425,1872.498462483208,30.223158436462704,913.4393058755267,1806.325453629104,1834.842912320641,1886.245345645786,1919.257314189808
soi_main1_chk_tu[1],float64,12653,0,5788,-0.06843058293328447,1.918069867194515,7.020739250903764,49.290779629180754,-10.1015625,-5.089781561202581,1.945312500000014,10.96493712589245
soi_main1_chk_tu[3],float64,12653,0,6641,-0.07566419773360852,1.902368827650507,7.019910863768529,49.27914853525541,-10.125,-5.105416348523118,1.945312500000014,10.9453125
soi_main1_chk_tu[5],float64,12653,0,6998,-0.07910277547057445,1.902207503006504,7.018234594378653,49.25561682173329,-10.125,-5.109375,1.945312500000014,10.9453125
soi_main1_chk_tu[2],float64,12653,0,5310,-0.06812939122769936,1.921875000000014,7.020306865161509,49.28470848103382,-10.1015625,-5.0859375,1.945312500000014,10.96491772549804
soi_main1_chk_tu[4],float64,12653,0,6517,-0.07814894543276069,1.90233497718109,7.014892324009312,49.20871431744477,-10.125,-5.105440052251049,1.945312500000014,10.9453125
map,float64,12653,0,4452,982.8941508555927,983.1530937666896,0.340858673367738,0.11618463521001429,982.0751659418632,982.6142377620724,983.1530937666896,984.231021591516
amp_mes,float64,12653,0,4449,982.894171417171,983.1530937666896,0.3572076313274361,0.1275972918785575,982.0751659418632,982.7867167767683,983.1530937666896,983.8778626567284
prs_cmpr_down,float64,12653,0,4456,982.8940273553833,983.1530937666896,0.3571155799968115,0.12753153747645907,982.0751659418632,982.7866334742744,983.1530937666896,983.8778626567284
map_mes,float64,12653,0,9037,1489.7835658610527,1497.656336308843,25.923217762571003,672.0132191656768,1447.905821316854,1466.396429388876,1503.875150682841,1532.956985213195
