,Variance
time,133328.38777965758
pfu_l_mes,10332.732834969958
egbp_mes[0],1057.1041459735663
map_mes,416.9154288035965
prs_eg_mes[0],141.71948274030234
prs_eg[0],141.71948274030234
n,46.81927201145498
poil,6.249027202061487
prs_bpa,0.29187981440311855
prs_sp_bpa,0.29187981440311855
prs_thr_up_sp,0.29187981440311855
prs_thr_up,0.29187377784538354
prs_tur_down,0.29187377784538354
prs_cmpr_up,0.21654460335384845
prs_thr_down,0.19854839739615238
amp_mes,0.17119834764548816
prs_up_cmp_prot[0],0.1711775530089063
prs_cmpr_down,0.1711532695473995
prs_bpa_dif,0.17115314771886403
ti_main1_tu_tmp,0.1587089139898243
ti_main1_tu_[0],0.15869539828410784
map,0.156160377131879
fup_mes,0.0769854035556654
pfu_mes,0.06971506109893084
ti_main1_tu,0.02983729142835421
fup,0.00435112719467645
fup_sp,0.0033538927764510127
soi_main1_chk_tu[0],0.0011863862515259695
soi_main1_chk_tu[2],0.0011330651689977081
soi_main1_chk_tu[3],0.001069171830440432
soi_main1_bas,0.001068677304180049
soi_main1_chk_tu[5],0.0009828872435008625
soi_main1,0.0008789413392381035
soi_main1_tu,0.0008771126812283537
soi_main1_chk_tu[1],0.0002942249467243251
soi_main1_chk_tu[4],0.0001104609442475358
