,Data Type,Count,Missing,Unique,Mean,Median,Std,Variance,Min,25%,75%,Max
time,float64,12653,0,12653,632.449572402991,632.4447868515699,365.1415996290447,133328.38777965758,0.0808966018511796,316.2732461529858,948.6341907901616,1264.821430215793
prs_bpa,float64,12653,0,4,981.5008180749599,980.9972381170368,0.5402590252861293,0.29187981440311855,979.8363927672236,980.9972381170368,982.0751659418632,983.1530937666896
prs_sp_bpa,float64,12653,0,4,981.5008180749599,980.9972381170368,0.5402590252861293,0.29187981440311855,979.8363927672236,980.9972381170368,982.0751659418632,983.1530937666896
prs_thr_up,float64,12653,0,4,981.5007328834777,980.9972381170368,0.5402534385317539,0.29187377784538354,979.8363927672236,980.9972381170368,982.0751659418632,983.1530937666896
prs_tur_down,float64,12653,0,4,981.5007328834777,980.9972381170368,0.5402534385317539,0.29187377784538354,979.8363927672236,980.9972381170368,982.0751659418632,983.1530937666896
fup_mes,float64,12653,0,244,7.985824309527478,7.995605467063401,0.2774624362966371,0.0769854035556654,7.086181639130235,7.788085935857175,8.203124998269626,8.691406248166627
ti_main1_tu_tmp,float64,12653,0,4,1.3529123528017069,1.2,0.39838287361509944,0.1587089139898243,0.8,1.2,1.6,2.0
prs_thr_up_sp,float64,12653,0,4,981.5008180749599,980.9972381170368,0.5402590252861293,0.29187981440311855,979.8363927672236,980.9972381170368,982.0751659418632,983.1530937666896
soi_main1_chk_tu[1],float64,12653,0,4814,1.9240035359600012,1.921875000000014,0.017152986524926937,0.0002942249467243251,1.85557318278255,1.921875000000014,1.941368287381586,1.964957567633411
soi_main1_chk_tu[4],float64,12653,0,4576,1.9244678442667913,1.921875000000014,0.010510040163935426,0.0001104609442475358,1.875000000000014,1.921875000000014,1.925797498061563,1.945312500000014
prs_eg[0],float64,12653,0,12479,1879.8605269149475,1882.864505819176,11.904599226362151,141.71948274030234,1843.516010272479,1873.899680146904,1888.480254881012,1902.667134137065
prs_cmpr_up,float64,12653,0,5876,981.5007977184373,981.1806534096214,0.46534353262278016,0.21654460335384845,980.0231639348088,980.9972381170368,981.9013959111924,982.974057190741
prs_eg_mes[0],float64,12653,0,12479,1879.8605269149475,1882.864505819176,11.904599226362151,141.71948274030234,1843.516010272479,1873.899680146904,1888.480254881012,1902.667134137065
soi_main1_chk_tu[2],float64,12653,0,4391,1.9371922446134073,1.941483599168975,0.0336610333917084,0.0011330651689977081,1.828125000000014,1.921875000000014,1.968750000000014,2.015625000000014
