time,prs_bpa,prs_sp_bpa,prs_thr_up,prs_tur_down,fup_mes,prs_thr_up_sp,soi_main1_chk_tu[1],soi_main1_chk_tu[4],prs_eg[0],prs_cmpr_up,prs_eg_mes[0],soi_main1_chk_tu[2],soi_main1_chk_tu[5],soi_main1_chk_tu[3],poil,map,pfu_mes,egbp_mes[0],prs_up_cmp_prot[0],prs_bpa_dif,prs_cmpr_down,amp_mes,pfu_l_mes,map_mes,prs_thr_down,fup,soi_main1_tu,soi_main1,soi_main1_chk_tu[0],n,soi_main1_bas
0.08947740766063816,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.081054685795376,983.1530937666897,2.859375000000014,2.859375000000014,2138.608804455635,983.1530937666897,2138.608804455635,2.835937500000014,2.859375000000014,2.859375000000014,6849.982574196995,983.1530937666897,8.48388671875,2111.411856260014,983.1530937666897,-13.51555657282037,983.1530937666897,983.1530937666897,4619.666987106127,1583.724727244984,983.1530937666897,8.056640623300526,2.859375000000014,2.859375000000014,2.859375000000014,1402.0,2.859375000000014
0.1754380611893112,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.720947263996337,983.1530937666897,2.859375000000014,2.859375000000014,2140.272858712379,983.1530937666897,2140.272858712379,2.855535926091044,2.859375000000014,2.859375000000014,6849.982574196995,983.1530937666897,8.348492075669002,2112.303669250427,983.1530937666897,-13.51555657282037,983.1530937666897,983.1530937666897,4619.666987106127,1583.864073024736,983.1530937666897,8.043214453111453,2.859375000000014,2.859375000000014,2.859375000000014,1402.0,2.859375000000014
0.2608024682805308,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.06884765454795,983.1530937666897,2.859375000000014,2.859375000000014,2142.111946498531,982.2589765502431,2142.111946498531,2.859375000000014,2.859375000000014,2.859375000000014,6844.480314403477,982.6167946197066,8.154195999849625,2113.071577169576,982.7942793619635,-13.15674216809412,982.7942793619635,982.7942793619635,4685.302422062974,1584.277320410196,983.014129197342,8.015681043872242,2.859375000000014,2.859375000000014,2.859375000000014,1402.0,2.859375000000014
0.3465700548441646,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.30688476387274,982.0751659418632,2.859375000000014,2.859375000000014,2143.114285051041,982.0751659418632,2143.114285051041,2.859375000000014,2.859375000000014,2.859375000000014,6848.049838431003,982.0751659418632,8.187176315652058,2108.875405327615,982.0751659418632,-12.43762874799394,982.0751659418632,982.0751659418632,4762.607253046046,1585.298016025803,982.0889469284431,8.068067338232119,2.859375000000014,2.859375000000014,2.859375000000014,1402.0,2.859375000000014
0.4322005907753237,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,7.806396482728313,982.0751659418632,2.859375000000014,2.83985226978476,2142.561507894169,982.0751659418632,2142.561507894169,2.859375000000014,2.859375000000014,2.859375000000014,6849.816377450016,982.0751659418632,8.003340834060506,2106.309340297437,982.0751659418632,-12.43762874799394,982.0751659418632,982.0751659418632,4682.861478840326,1586.79267566949,982.0751659418632,8.022606316912304,2.859375000000014,2.859375000000014,2.859375000000014,1401.158202137797,2.859375000000014
0.5180232162275615,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.032226560805675,982.0751659418632,2.859375000000014,2.835937500000014,2143.529997506226,982.0751659418632,2143.529997506226,2.859375000000014,2.839818665632541,2.859375000000014,6849.982574196995,982.6127790870653,8.172320095166786,2109.975019508235,982.4331740858414,-12.79563689197204,982.4331740858414,982.4331740858414,4730.76222790711,1586.930371109481,982.0751659418632,8.013916013934539,2.859375000000014,2.859375000000014,2.859375000000014,1401.0,2.859375000000014
0.6041082673319806,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.099365232666514,983.1530937666897,2.859375000000014,2.835937500000014,2141.528101256194,982.9776867772375,2141.528101256194,2.859375000000014,2.835937500000014,2.859375000000014,6849.982574196995,983.1530937666897,8.288440316485927,2110.363473323532,983.1530937666897,-13.51555657282037,983.1530937666897,982.7926583884052,4646.672151240215,1586.985456907787,982.6812482829921,7.989893411797405,2.859375000000014,2.859375000000014,2.846196886824864,1399.875467675721,2.839578390246115
0.6895503068664084,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.062744138924238,982.0751659418632,2.839957057343358,2.855355442656671,2136.6997172684,982.2600317638953,2136.6997172684,2.859375000000014,2.835937500000014,2.859375000000014,6849.982574196995,982.6132485161831,8.172508477697594,2111.244945868312,982.7926195382084,-13.15508234433905,982.7926195382084,982.0751659418632,4524.477668421455,1586.266635226467,982.7036102250288,7.986461980701441,2.849601831272902,2.849601831272902,2.826164331272902,1398.166022935286,2.82907144834602
0.7755963971613937,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.288574217001601,982.0751659418632,2.835937500000014,2.859375000000014,2133.57206281753,982.0751659418632,2133.57206281753,2.859375000000014,2.835937500000014,2.859375000000014,6849.982574196995,982.0751659418632,8.134243736814826,2111.534670611617,982.0751659418632,-12.43762874799394,982.0751659418632,982.0751659418632,4547.437417633361,1585.042755184802,982.0751659418632,8.002705865675596,2.829401010225543,2.829401010225543,2.812500000000014,1396.442219539245,2.819930600588762
0.8611004438972714,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.0932617170428,982.0751659418632,2.816470916267243,2.859375000000014,2133.273986126991,982.0751659418632,2133.273986126991,2.839908416267243,2.855404083732785,2.859375000000014,6849.982574196995,982.0751659418632,8.25612381175648,2114.951706250828,982.0751659418632,-12.43762874799394,982.0751659418632,982.0751659418632,4651.474257872984,1584.001482493401,982.0751659418632,7.996004964716266,2.81562144637343,2.81562144637343,2.81562144637343,1395.133181711932,2.812500000000014
