time,prs_bpa,prs_sp_bpa,prs_thr_up,prs_tur_down,fup_mes,prs_thr_up_sp,soi_main1_chk_tu[4],prs_eg[0],prs_cmpr_up,prs_eg_mes[0],soi_main1_chk_tu[2],soi_main1_chk_tu[5],soi_main1_chk_tu[3],poil,map,pfu_mes,egbp_mes[0],prs_up_cmp_prot[0],prs_bpa_dif,prs_cmpr_down,amp_mes,pfu_l_mes,map_mes,ti_main1_tu,prs_thr_down,ti_main1_tu_[0],fup,soi_main1_tu,soi_main1,n,fup_sp
0.09080594718608381,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.587646482563516,980.9972381170368,2.601562500000014,2369.809756982287,980.9972381170368,2369.809756982287,2.601562500000014,2.601562500000014,2.601562500000014,6849.982574196995,981.540868609224,7.992259712865254,2367.123607981192,981.3597406998701,-7.49340973168184,981.3597406998701,981.3597406998701,4497.341147436699,1666.202727461457,1.2,980.9972381170368,1.6,8.105468748290226,2.601562500000014,2.601562500000014,1597.0,7.998657224875257
0.1654606908653591,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.203124998269626,982.0751659418632,2.601562500000014,2367.791944316069,981.8957548384466,2367.791944316069,2.601562500000014,2.601562500000014,2.601562500000014,6845.144407235558,982.0751659418632,8.124276295946055,2365.204663761077,982.0751659418632,-8.20883497367487,982.0751659418632,982.0751659418632,4510.879194323645,1666.644952965794,1.2,981.5468976322493,1.6,8.083682514062962,2.601562500000014,2.601562500000014,1600.569456616548,8.058563030456718
0.2407560342256261,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.30688476387274,980.9972381170368,2.601562500000014,2377.416471737511,981.1715808780608,2377.416471737511,2.601562500000014,2.601562500000014,2.601562500000014,6843.483282014235,981.5313563787965,8.143785186235364,2363.373109697187,981.7173541355879,-7.851023167399534,981.7173541355879,981.7173541355879,4535.705828882134,1667.081253714433,1.2,981.7918682796155,1.6,8.065952353181011,2.601562500000014,2.601562500000014,1602.948732352119,8.032125845649102
0.3159533708933964,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.227539060764476,980.9972381170368,2.601562500000014,2371.583155307306,980.9972381170368,2371.583155307306,2.601562500000014,2.601562500000014,2.601562500000014,6848.793949460075,980.9972381170368,8.207040828947054,2361.589284912639,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4548.595852762396,1667.699747434762,1.2,980.9972381170368,1.6,8.073897592929239,2.601562500000014,2.601562500000014,1599.968614891739,8.039631947435483
0.3906116518213025,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.111572263913938,980.9972381170368,2.601562500000014,2372.880529038624,980.9972381170368,2372.880529038624,2.601562500000014,2.601562500000014,2.601562500000014,6854.795529823502,980.9972381170368,8.07137054948642,2358.656276474782,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4472.311323100326,1665.72873770265,1.2,980.9972381170368,1.6,8.023738447559012,2.601562500000014,2.601562500000014,1598.474419550068,7.998657224875257
0.4652279323893822,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.11767577953765,980.9972381170368,2.601562500000014,2376.19269970657,980.9972381170368,2376.19269970657,2.601562500000014,2.601562500000014,2.601562500000014,6851.09231131519,980.9972381170368,8.046960085634645,2358.660538022492,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4463.284534981308,1665.398489356832,1.2,980.9972381170368,1.6,8.007812498310825,2.601562500000014,2.601562500000014,1600.038747619054,8.028707232879961
0.5405002900736804,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.325195310743876,980.9972381170368,2.601562500000014,2373.554194223961,980.9972381170368,2373.554194223961,2.601562500000014,2.601562500000014,2.601562500000014,6850.009550899433,980.9972381170368,7.867088755613424,2363.544996204951,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4499.427299024179,1665.701515579753,1.2,980.9972381170368,1.6,8.01262592757614,2.601562500000014,2.601562500000014,1600.948490332006,7.998657224875257
0.6158066555511255,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.574462889027236,980.9972381170368,2.601562500000014,2367.771025410933,980.9972381170368,2367.771025410933,2.601562500000014,2.601562500000014,2.601562500000014,6849.284911405513,981.5458071483804,8.08328715643632,2359.076345178966,981.3652878713933,-7.498956903204967,981.3652878713933,981.3652878713933,4555.821515532972,1666.961747081701,1.2,981.0142216131107,1.6,8.025353724407454,2.601562500000014,2.601562500000014,1597.984244310535,7.998657224875257
0.6907489850421484,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.258056638883039,982.0751659418632,2.601562500000014,2366.380232560205,981.9020395441898,2366.380232560205,2.601562500000014,2.601562500000014,2.601562500000014,6849.710199825377,981.5279354961029,8.04331169103195,2361.003767323818,981.7085182723712,-7.842187304182854,981.7085182723712,981.7085182723712,4517.53956636799,1667.738222869351,1.2,981.8243052872937,1.6,7.988658441120293,2.601562500000014,2.601562500000014,1597.232724908655,7.998657224875257
0.7652362678985014,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.672119139006637,980.9972381170368,2.601562500000014,2362.849651243677,981.1779899672866,2362.849651243677,2.601562500000014,2.601562500000014,2.601562500000014,6849.954766220034,980.9972381170368,8.025306457592201,2363.686961193829,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4504.079957274739,1667.109406453634,1.2,981.5229993187272,1.6,8.030445676737282,2.601562500000014,2.601562500000014,1600.585737628189,7.998657224875257
