time,prs_tur_down,ti_main1_tu_tmp,prs_thr_up_sp,prs_sp_bpa,prs_bpa,prs_thr_up,fup_mes,soi_main1_chk_tu[4],prs_eg[0],soi_main1_chk_tu[3],soi_main1_chk_tu[2],soi_main1_chk_tu[5],poil,prs_cmpr_up,prs_eg_mes[0],soi_main1_chk_tu[1],ti_main1_bas,map,prs_bpa_dif,egbp_mes[0],prs_cmpr_down,prs_up_cmp_prot[0],amp_mes,pfu_mes,pfu_l_mes,map_mes,prs_thr_down,ti_main1_tu,n,fup,soi_main1,soi_main1_chk_tu[0],soi_main1_tu,fup_sp,soi_main1_bas
0.06973613785930866,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.641601560888074,1.898437500000014,1880.569466697185,1.921875000000014,1.921875000000014,1.921875000000014,6849.153398947128,983.1530937666897,1880.569466697185,1.945312500000014,1.2,983.1530937666897,-6.523732187056912,1861.611994425381,983.8725992046845,983.8725992046845,983.8725992046845,8.477843464697054,3963.557335515798,1502.769242572208,983.9735290972028,1.2,1195.0,7.933383869618772,1.898437500000014,1.921875000000014,1.898437500000014,7.962036131132981,1.921875000000014
0.169804514572661,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,7.714843748372624,1.898437500000014,1878.499526515744,1.921875000000014,1.921875000000014,1.921875000000014,6849.153398947128,984.0500678453144,1878.499526515744,1.945312500000014,1.2,983.692958404998,-6.16257246375896,1861.602470088578,983.5114394813866,983.5114394813866,983.5114394813866,8.359967402858969,3974.617991458485,1501.750417849071,983.4114539089616,1.2,1195.239682227623,7.908693344110398,1.904055052209941,1.921875000000014,1.904055052209941,7.948587849463487,1.921875000000014
0.2698779210172688,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,7.940673826449988,1.917932360800873,1869.391821841308,1.941369860800873,1.941369860800873,1.902380139199155,6849.84309093969,984.2310215915161,1869.391821841308,1.925817639199155,1.2,984.2310215915161,-6.882154573888497,1865.75504151071,984.2310215915161,984.2310215915161,984.2310215915161,8.205163414690077,3987.888600613062,1500.309418275036,984.2310215915161,1.2,1196.723887463947,7.924671272122416,1.927530370812097,1.921875000000014,1.927530370812097,7.922363279578851,1.919553082186286
0.3698633128401525,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.934570310826276,1.941386802198678,1875.089479355213,1.92580069780135,1.945312500000014,1.917949302198678,6849.982574196995,983.3336428394117,1875.089479355213,1.921875000000014,1.2,983.6905262015964,-6.52302151522606,1864.925395437538,983.8718885328536,983.8718885328536,983.8718885328536,8.001792798206047,4016.630045013853,1502.769515907527,983.9711075491252,1.2,1199.482247579856,7.982143437344321,1.93966116117358,1.921875000000014,1.93966116117358,7.964460004274867,1.921875000000014
0.469817717456408,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.258056638883039,1.925804857422934,1875.761252472128,1.921875000000014,1.945312500000014,1.921875000000014,6849.982574196995,983.1530937666897,1875.761252472128,1.921875000000014,1.2,983.1530937666897,-5.804226749062067,1865.258213704651,983.1530937666897,983.1530937666897,983.1530937666897,7.800158063523351,4025.492752376807,1501.74818257959,983.1530937666897,1.2,1201.482579845357,7.960457090134037,1.921875000000014,1.921875000000014,1.921875000000014,7.962036131132981,1.921875000000014
0.5697451365381312,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.209228513893338,1.921875000000014,1879.731763343792,1.921875000000014,1.925821425951242,1.941366074048786,6854.809480367102,983.1530937666897,1879.731763343792,1.921875000000014,1.2,983.1530937666897,-5.804226749062067,1862.550830610178,983.1530937666897,983.1530937666897,983.1530937666897,8.028276098548645,3994.534037692514,1500.307095566538,983.1530937666897,1.2,1203.0,7.973902618220289,1.921875000000014,1.927516426737493,1.921875000000014,7.987669706879137,1.945312500000014
0.6697546215232251,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.300781248249027,1.921875000000014,1875.191827314306,1.921875000000014,1.921875000000014,1.925824735276292,6850.409161563181,983.1530937666897,1875.191827314306,1.921875000000014,1.2,983.1530937666897,-5.804226749062067,1860.393562712684,983.1530937666897,983.1530937666897,983.1530937666897,7.936569070474995,3976.857255451642,1502.52110861296,983.1530937666897,1.2,1203.0,7.99729817554018,1.921875000000014,1.939666666850749,1.921875000000014,7.998657224875257,1.921875000000014
0.769672090288168,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,7.879638670212863,1.921875000000014,1885.263856507995,1.921875000000014,1.941350574429241,1.921875000000014,6849.870441738325,984.0488063461773,1885.263856507995,1.941350574429241,1.2,983.691421472991,-6.161547221178331,1857.696162617825,983.510414238806,983.510414238806,983.510414238806,8.031854945094988,3952.549297423417,1501.145297721258,983.4119951732665,1.2,1202.279446914866,7.957010993738996,1.921875000000014,1.921875000000014,1.921875000000014,7.998657224875257,1.921875000000014
0.8696896339274645,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,7.82470702959945,1.921875000000014,1885.188804146117,1.921875000000014,1.925811139047399,1.921875000000014,6849.982574196995,984.2310215915161,1885.188804146117,1.925811139047399,1.2,984.2310215915161,-6.882154573888497,1854.308086521917,984.2310215915161,984.2310215915161,984.2310215915161,8.162452925519878,3939.245777065691,1500.082950156781,984.2310215915161,1.2,1199.758557102045,7.894166261587753,1.927533817920824,1.921875000000014,1.927533817920824,7.998657224875257,1.921875000000014
0.9696745219139302,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,7.513427732790111,1.941374245088019,1882.231893384704,1.921875000000014,1.941374245088019,1.921875000000014,6845.15364449347,984.2310215915161,1882.231893384704,1.921875000000014,1.2,984.2310215915161,-6.882154573888497,1855.861972005723,984.2310215915161,984.2310215915161,984.2310215915161,8.184637076869508,3943.642341670847,1502.548952221695,984.2310215915161,1.2,1198.5177210462,7.922189409202283,1.939660793510168,1.921875000000014,1.939660793510168,7.997733626680404,1.921875000000014
1.069778855717686,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.020019529558251,1.92580129111644,1877.17452768825,1.90236379111644,1.92580129111644,1.921875000000014,6848.181915520769,983.3336701269144,1877.17452768825,1.921875000000014,1.2,983.6922086440052,-6.524064295886109,1856.353611103278,983.8729313135137,983.8729313135137,983.8729313135137,8.349257358379257,3948.105316103526,1502.602998481083,983.9688323014046,1.2,1197.0,7.84202654385208,1.921875000000014,1.921875000000014,1.921875000000014,7.995944417577626,1.921875000000014
1.169885231166063,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.507324217166399,1.921875000000014,1873.217920721395,1.917965701295536,1.921875000000014,1.921875000000014,6844.980509096335,983.1530937666897,1873.217920721395,1.941403201295536,1.2,983.1530937666897,-5.804226749062067,1858.67924010071,983.1530937666897,983.1530937666897,983.1530937666897,8.441232877028106,3948.0849157689,1503.045975432975,983.1530937666897,1.2,1197.0,7.937965009540067,1.921875000000014,1.921875000000014,1.921875000000014,7.973627886297437,1.921875000000014
1.269906588314825,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.641601560888074,1.921875000000014,1872.609384298467,1.921875000000014,1.921875000000014,1.921875000000014,6848.87399990137,983.1530937666897,1872.609384298467,1.945312500000014,1.2,983.1530937666897,-5.804226749062067,1862.933882568617,983.1530937666897,983.1530937666897,983.1530937666897,8.231598658888132,3981.250812217444,1503.045975432975,983.1530937666897,1.2,1197.244497983001,7.912737863089228,1.921875000000014,1.921875000000014,1.921875000000014,7.962036131132981,1.921875000000014
1.369993029947636,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.580566404650949,1.921875000000014,1871.088703344254,1.921875000000014,1.941413012385917,1.921875000000014,6849.263764254581,983.1530937666897,1871.088703344254,1.925774487614111,1.2,983.1530937666897,-5.804226749062067,1868.066270882008,983.1530937666897,983.1530937666897,983.1530937666897,8.164127974075576,4007.777437655061,1501.604352978339,983.1530937666897,1.2,1198.245231980273,7.959333593515924,1.927622624537654,1.921875000000014,1.927622624537654,7.951037787950712,1.921875000000014
1.470023473280435,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.977294920192262,1.941409062152613,1875.346319248707,1.921875000000014,1.945312500000014,1.921875000000014,6849.844477810757,983.1530937666897,1875.346319248707,1.921875000000014,1.2,983.1530937666897,-5.804226749062067,1863.774417430457,983.1530937666897,983.1530937666897,983.1530937666897,8.022374208591794,4018.869398109092,1500.038416144103,983.1530937666897,1.2,1199.245833047645,7.938562987191663,1.939550787945826,1.921875000000014,1.939550787945826,7.951623865524409,1.921875000000014
1.570008925633829,983.1530937666897,1.2,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.044433592053101,1.925790082136145,1874.738288195208,1.921875000000014,1.945312500000014,1.921875000000014,6849.982574196995,983.1530937666897,1874.738288195208,1.941397417863883,1.2,983.1530937666897,-5.804226749062067,1867.297993706928,983.1530937666897,983.1530937666897,983.1530937666897,8.037814554994657,4034.128578697865,1502.548178471031,983.1530937666897,1.2,1200.736359162587,8.026456073439048,1.921875000000014,1.921875000000014,1.921875000000014,7.963840107811127,1.921875000000014
1.669975404981869,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,8.154296873279925,1.921875000000014,1879.536798697015,1.921875000000014,1.925819518111966,1.941367981888062,6845.155195556199,984.0496069428375,1879.536798697015,1.945312500000014,1.2,983.6922300661546,-6.163712099827361,1863.543193128163,983.512579117455,983.512579117455,983.512579117455,7.834923424781283,4038.717506655739,1502.382635233082,983.4171410028848,1.2,1203.0,7.990627783449543,1.921875000000014,1.921875000000014,1.921875000000014,7.98705216768047,1.923030790181323
1.769985954304957,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,8.06884765454795,1.921875000000014,1875.189419649553,1.921875000000014,1.921875000000014,1.925816010257582,6848.86864487407,984.2310215915161,1875.189419649553,1.925816010257582,1.2,984.2310215915161,-6.882154573888497,1860.669758196678,984.2310215915161,984.2310215915161,984.2310215915161,7.891937254228727,4100.581127300949,1502.741675030868,984.2310215915161,1.2,1202.754872182289,8.034079551559525,1.921875000000014,1.921875000000014,1.921875000000014,7.998657224875257,1.921875000000014
1.869953514201825,984.2310215915161,1.2,984.2310215915161,984.2310215915161,984.2310215915161,984.2310215915161,7.867431638965438,1.921875000000014,1883.757600624624,1.941369887008607,1.941369887008607,1.921875000000014,6849.954677730971,984.2310215915161,1883.757600624624,1.941369887008607,1.2,984.2310215915161,-6.882154573888497,1858.571779650471,984.2310215915161,984.2310215915161,984.2310215915161,7.813867044761309,3996.797186051294,1503.10269132749,984.2310215915161,1.2,1201.755462004055,7.974443186942908,1.921875000000014,1.921875000000014,1.921875000000014,7.998657224875257,1.921875000000014
