time,prs_sp_bpa,prs_bpa,prs_thr_up_sp,prs_tur_down,prs_thr_up,fup_mes,prs_cmpr_up,poil,prs_eg_mes[0],prs_eg[0],soi_main1_chk_tu[1],soi_main1_chk_tu[3],soi_main1_chk_tu[5],soi_main1_chk_tu[2],soi_main1_chk_tu[4],map,amp_mes,prs_cmpr_down,map_mes,prs_up_cmp_prot[0],egbp_mes[0],prs_bpa_dif,pfu_mes,pfu_l_mes,n,prs_thr_down,soi_main1,soi_main1_tu,soi_main1_chk_tu[0],fup,fup_sp,soi_main1_bas
0.1078718237818634,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.06884765454795,983.1530937666897,6855.78680094606,1826.838910505837,1826.838910505837,-10.078125,-10.078125,-10.0546875,-10.1015625,-10.0546875,983.1530937666897,983.1530937666897,983.1530937666897,1454.041718165866,983.1530937666897,1799.807797360189,-10.94511329823427,8.148193359375,4005.579797055009,1199.0,983.1530937666897,1.945312500000014,-10.0546875,-10.0546875,8.148193357656213,7.996750756683793,1.945312500000014
0.2081438820728749,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.258056638883039,983.1530937666897,6851.770699319441,1826.28496545389,1826.28496545389,-10.078125,-10.078125,-10.0546875,-10.1015625,-10.0546875,983.1530937666897,983.1530937666897,983.1530937666897,1453.790723004427,983.1530937666897,1799.417360442394,-10.94511329823427,7.938802971129478,4016.73513756343,1201.600426028822,983.1530937666897,1.924996671649845,-10.07500332835017,-10.07500332835017,8.084706394075328,7.998657224875257,1.94083121460151
0.3082589094242962,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.379150389068436,983.1530937666897,6844.605501055717,1822.712481479249,1822.712481479249,-10.078125,-10.09770256080846,-10.07426506080846,-10.1015625,-10.0546875,982.6143778704892,982.7903308636418,982.7903308636418,1453.54660398925,982.7903308636418,1797.977235881672,-10.58235039518633,7.833743851770906,4045.388158659316,1203.737402233565,983.1530937666897,1.942235182424608,-10.05776481757541,-10.05776481757541,8.043138385139946,7.998657224875257,1.926747934246088
0.4082079026935048,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,7.9467773420737,982.2561877359899,6848.730608382262,1824.789404920303,1824.789404920303,-10.0586234762334,-10.1210640237666,-10.078125,-10.0820609762334,-10.0741890237666,982.0751659418632,982.0751659418632,982.0751659418632,1453.902784393305,982.0751659418632,1798.4908572085,-9.867185473407837,8.367528844839287,4087.379402689138,1204.0,982.2172436985517,1.945312500000014,-10.0546875,-10.0546875,7.889957142118061,7.998657224875257,1.926717516999504
0.5084240044685089,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,7.104492186001373,982.0751659418632,6854.10836339555,1822.439165726429,1822.439165726429,-10.0546875,-10.1054343195745,-10.078125,-10.078125,-10.0976906804255,982.0751659418632,982.0751659418632,982.0751659418632,1453.766935168516,982.0751659418632,1803.974909143911,-9.867185473407837,8.357276027199179,4135.767907817296,1203.128590612784,982.0751659418632,1.924888842487135,-10.07511115751288,-10.07511115751288,7.925936907870199,7.979963265175244,1.921875000000014
0.6086891321916141,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,7.458496092176699,982.0751659418632,6845.926538517103,1821.863859006638,1821.863859006638,-10.0546875,-10.08192611054192,-10.09776138945808,-10.05848861054192,-10.1015625,982.6175443942528,982.4423943870677,982.4423943870677,1454.041718165866,982.4423943870677,1809.409938593017,-10.23441391861225,8.634664306466298,4127.221265407294,1200.37733159337,982.0751659418632,1.921875000000014,-10.078125,-10.078125,7.891883650571127,7.942670204060279,1.904675787202025
0.7087146738099932,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.391357420315861,982.9781436195452,6844.039427805209,1812.834082229818,1812.834082229818,-10.0546875,-10.078125,-10.12119604023641,-10.0546875,-10.1015625,983.1530937666897,983.1530937666897,983.1530937666897,1454.041718165866,983.1530937666897,1813.986040766852,-10.94511329823427,8.537925521651813,4140.179511524618,1196.494359894074,983.0198726953644,1.921875000000014,-10.078125,-10.078125,7.912488097283612,7.912452320601123,1.888103980592367
0.8084363121939191,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.574462889027236,983.1530937666897,6849.544697222153,1811.084580758374,1811.084580758374,-10.07423411904073,-10.078125,-10.125,-10.0546875,-10.08201588095927,983.1530937666897,983.1530937666897,983.1530937666897,1454.041718165866,983.1530937666897,1815.665303328587,-10.94511329823427,8.261155520326273,4129.195291819111,1193.374038788696,983.1530937666897,1.901359678036698,-10.09864032196332,-10.09864032196332,7.846806851073145,7.901161336277453,1.881167268852744
0.9087976458409344,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,8.135986326408789,983.1530937666897,6854.250473305307,1813.580044618048,1813.580044618048,-10.078125,-10.0585314225196,-10.1054064225196,-10.0546875,-10.078125,983.1530937666897,983.1530937666897,983.1530937666897,1454.184171569131,983.1530937666897,1812.619532455515,-10.94511329823427,7.933904508450881,4115.698180176831,1192.119961960082,983.1530937666897,1.877811608439447,-10.12218839156057,-10.12218839156057,8.01953914233421,7.922363279578851,1.891071495642142
1.008524216858461,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,983.1530937666897,7.952880857697413,983.1530937666897,6850.250511811701,1819.884281750503,1819.884281750503,-10.09769139189959,-10.0546875,-10.08199610810041,-10.0546875,-10.05855860810041,983.1530937666897,983.1530937666897,983.1530937666897,1454.173827717945,983.1530937666897,1808.491367367111,-10.94511329823427,7.646772145014276,4089.242291658749,1192.877299955494,983.1530937666897,1.895561717706902,-10.10443828229311,-10.10443828229311,8.076561275963336,7.9465859764327,1.914895165404532
