time,prs_bpa,prs_sp_bpa,prs_thr_up,prs_tur_down,fup_mes,prs_thr_up_sp,soi_main1_chk_tu[1],soi_main1_chk_tu[4],prs_eg[0],prs_cmpr_up,prs_eg_mes[0],soi_main1_chk_tu[2],soi_main1_chk_tu[5],soi_main1_chk_tu[3],poil,map,pfu_mes,egbp_mes[0],prs_up_cmp_prot[0],prs_bpa_dif,prs_cmpr_down,amp_mes,pfu_l_mes,map_mes,ti_main1_tu,prs_thr_down,ti_main1_tu_[0],fup,soi_main1_tu,soi_main1,soi_main1_chk_tu[0],n,soi_main1_bas
0.104528746201936,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.074951170171664,980.9972381170368,2.835937500000014,2.859375000000014,2127.332021057451,980.9972381170368,2127.332021057451,2.835937500000014,2.859375000000014,2.859375000000014,6843.349172198063,980.9972381170368,7.91015625,2122.025299458305,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4572.072327763791,1602.13241779202,1.2,980.9972381170368,1.6,7.97119140456855,2.859375000000014,2.859375000000014,2.859375000000014,1405.0,2.84072203042897
0.1901065458404219,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.952880857697413,980.9972381170368,2.835937500000014,2.859375000000014,2131.192879416879,980.9972381170368,2131.192879416879,2.835937500000014,2.859375000000014,2.859375000000014,6843.211284399512,980.9972381170368,7.958627584726292,2122.628918160864,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4549.573812486589,1602.13241779202,1.2,980.9972381170368,1.6,7.974153928292054,2.859375000000014,2.859375000000014,2.859375000000014,1404.514620113039,2.850681461436324
0.2757003418790873,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,8.105468748290226,980.9972381170368,2.855458751967146,2.859375000000014,2134.461654843655,980.9972381170368,2134.461654843655,2.855458751967146,2.859375000000014,2.859375000000014,6848.708342452429,980.9972381170368,8.092819847288865,2122.265755585659,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4504.079957274739,1602.13241779202,1.2,980.9972381170368,1.6,7.99397850624595,2.859375000000014,2.859375000000014,2.859375000000014,1402.633280630193,2.859375000000014
0.3615781177194322,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.940673826449988,980.9972381170368,2.839786011327643,2.859375000000014,2136.34647748013,980.9972381170368,2136.34647748013,2.859375000000014,2.859375000000014,2.859375000000014,6849.955343559413,980.9972381170368,8.103045690126274,2120.041408840699,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4526.88370814054,1602.021179982919,1.2,980.9972381170368,1.6,8.010193601644907,2.854669687446537,2.854669687446537,2.854669687446537,1399.397719993155,2.835937500000014
0.4473828953777002,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.891845701460288,980.9972381170368,2.835937500000014,2.859375000000014,2133.704205812233,981.8993694162842,2133.704205812233,2.859375000000014,2.859375000000014,2.859375000000014,6845.124944124124,981.5398956725033,7.893266885189548,2122.359408228119,981.3591892843351,-7.492858316146767,981.3591892843351,981.3591892843351,4610.884629857165,1601.912117282011,1.223592128779897,981.0608146471836,1.6,7.948217291339748,2.834555148704317,2.834555148704317,2.834555148704317,1396.8820393561,2.835937500000014
0.5327406973518691,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,7.464599607800412,982.0751659418632,2.816558416823645,2.859375000000014,2129.845387030079,982.0751659418632,2129.845387030079,2.839995916823645,2.839995916823645,2.859375000000014,6848.84040021455,981.5362525269363,7.935225042424342,2123.574837305457,981.7147230361106,-7.848392067922261,981.7147230361106,981.7147230361106,4612.631780443905,1602.13241779202,1.565742114072315,981.9828471207103,1.6,7.9691004691486,2.81450729800359,2.81450729800359,2.81450729800359,1395.171289429638,2.812500000000014
0.6186064657739507,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.879638670212863,980.9972381170368,2.792958784874592,2.859375000000014,2124.731682302959,981.1764344425732,2124.731682302959,2.835937500000014,2.855478715125436,2.859375000000014,6849.955005531529,980.9972381170368,8.128242367784326,2123.954676612444,980.9972381170368,-7.130907148848442,980.9972381170368,980.9972381170368,4529.501193013744,1602.13241779202,1.290691626002729,981.2416356849045,1.6,7.980630747034739,2.830623537538917,2.830623537538917,2.794376462461111,1397.31981280498,2.789062500000014
0.704039257790896,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.580566404650949,980.9972381170368,2.789062500000014,2.859375000000014,2122.065669382205,980.9972381170368,2122.065669382205,2.81654465301762,2.859375000000014,2.859375000000014,6845.179993665977,981.5330011133408,7.804705978817114,2125.184176790473,981.3576322667161,-7.130907148848442,981.3576322667161,981.3576322667161,4583.338061368176,1602.13241779202,1.2,980.9972381170368,1.6,7.991069122400167,2.850665218244767,2.850665218244767,2.803790218244767,1403.655443805985,2.793898045558734
0.789833024998984,982.0751659418632,982.0751659418632,982.0751659418632,982.0751659418632,8.361816404486152,982.0751659418632,2.789062500000014,2.859375000000014,2119.071087500613,981.8944234894237,2119.071087500613,2.812500000000014,2.859375000000014,2.859375000000014,6843.350176334957,982.0751659418632,7.914707108361371,2128.556045107167,982.0751659418632,-7.488749215949761,982.0751659418632,981.7173238747619,4440.906485279697,1601.99478622775,1.2,981.5231303511652,1.6,7.977739012222187,2.859375000000014,2.859375000000014,2.812500000000014,1407.0,2.803221045465447
0.8754997971590228,980.9972381170368,980.9972381170368,980.9972381170368,980.9972381170368,7.562255857779812,980.9972381170368,2.789062500000014,2.859375000000014,2117.163049959392,981.178352199705,2117.163049959392,2.793000482873051,2.859375000000014,2.859375000000014,6848.702190945987,981.5388450753727,7.814587891387802,2124.56968672923,981.7210019737571,-7.854671005568771,981.7210019737571,980.9972381170368,4463.284534981308,1601.854047077897,1.2,981.7029811251248,1.6,7.969521423165988,2.859375000000014,2.859375000000014,2.812500000000014,1405.964165851832,2.790214033218753
