time,prs_bpa,prs_thr_up,fup_mes,prs_sp_bpa,prs_thr_up_sp,prs_tur_down,soi_main1_chk_tu[5],soi_main1_chk_tu[1],soi_main1_chk_tu[2],prs_eg_mes[0],prs_eg[0],poil,soi_main1_chk_tu[3],prs_cmpr_up,soi_main1_chk_tu[4],map,prs_cmpr_down,egbp_mes[0],prs_bpa_dif,pfu_l_mes,map_mes,pfu_mes,prs_up_cmp_prot[0],amp_mes,fup,n,soi_main1,prs_thr_down,soi_main1_tu,soi_main1_chk_tu[0],soi_main1_bas,fup_sp
0.06807474665737345,980.9972381170368,980.9972381170368,10.37597656031128,980.9972381170368,980.9972381170368,980.9972381170368,2.835937500000014,2.835937500000014,2.859375000000014,2155.689814602884,2155.689814602884,6849.982574196995,2.859375000000014,982.0751659418632,2.835937500000014,981.5377056937372,981.3601859974814,2127.292976485855,-11.47389622865219,4524.420143499639,1645.140373548749,10.00865307609699,981.3601859974814,981.3601859974814,9.999315405154627,1396.643918163058,2.83176466597335,981.1891533770143,2.83176466597335,2.83176466597335,2.819708295870204,10.00061034945296
0.1538391520040818,982.0751659418632,982.0751659418632,9.808349607306019,982.0751659418632,982.0751659418632,982.0751659418632,2.835937500000014,2.835937500000014,2.859375000000014,2152.784710440133,2152.784710440133,6849.290882729673,2.859375000000014,982.0751659418632,2.855488878032542,982.0751659418632,982.0751659418632,2130.594209111926,-12.18887617303399,4323.52338675618,1646.612078463613,9.837156643395632,982.0751659418632,982.0751659418632,9.978578951946217,1395.036541389422,2.813356438814598,982.0751659418632,2.813356438814598,2.813356438814598,2.832239760779751,10.00061034945296
0.2393655599805129,982.0751659418632,982.0751659418632,10.12573241973907,982.0751659418632,982.0751659418632,982.0751659418632,2.855400797385131,2.835937500000014,2.839911702614897,2153.308999093436,2153.308999093436,6845.021946922161,2.859375000000014,982.0751659418632,2.859375000000014,981.5375704239862,981.7175673054238,2132.354982002321,-11.83127753659455,4406.802569333807,1647.797993150484,9.930419921875,981.7175673054238,981.7175673054238,9.962892136684726,1395.893250660417,2.833435562353542,982.0751659418632,2.833435562353542,2.833435562353542,2.835937500000014,10.00061034945296
0.3253119660654988,980.9972381170368,980.9972381170368,9.576416013604943,980.9972381170368,980.9972381170368,980.9972381170368,2.859375000000014,2.835937500000014,2.835937500000014,2153.949554608136,2153.949554608136,6843.485688023087,2.859375000000014,981.1747086895687,2.859375000000014,980.9972381170368,980.9972381170368,2134.06864875785,-11.11094834820756,4574.496097417055,1645.998867529333,9.92223873056451,980.9972381170368,980.9972381170368,10.01605838999176,1397.505167827068,2.835937500000014,981.2639348009479,2.835937500000014,2.835937500000014,2.835937500000014,10.00061034945296
0.4109143754882894,980.9972381170368,980.9972381170368,10.08300781037308,980.9972381170368,980.9972381170368,980.9972381170368,2.859375000000014,2.835937500000014,2.835937500000014,2159.404602921537,2159.404602921537,6843.900263358923,2.859375000000014,980.9972381170368,2.859375000000014,980.9972381170368,980.9972381170368,2131.921071957164,-11.11094834820756,4492.118975226833,1646.436895122987,9.910081212589468,980.9972381170368,980.9972381170368,10.00071173258494,1399.218530975034,2.850217159863693,980.9972381170368,2.850217159863693,2.835937500000014,2.835937500000014,10.00061034945296
0.4974147797472028,980.9972381170368,980.9972381170368,9.698486326079193,980.9972381170368,980.9972381170368,980.9972381170368,2.859375000000014,2.835937500000014,2.835937500000014,2159.801398412908,2159.801398412908,6843.314879758754,2.859375000000014,980.9972381170368,2.859375000000014,980.9972381170368,980.9972381170368,2131.045467582446,-11.11094834820756,4748.852491035325,1645.820138027658,9.857900243212228,980.9972381170368,981.3645373455897,9.970546227749843,1399.524764766374,2.859375000000014,980.9972381170368,2.859375000000014,2.847075825788124,2.852922010935553,10.00061034945296
0.5822151966692104,982.0751659418632,982.0751659418632,9.844970701048293,982.0751659418632,982.0751659418632,982.0751659418632,2.859375000000014,2.855312499981102,2.835937500000014,2160.081126725776,2160.081126725776,6843.18333714809,2.859375000000014,981.8883251180235,2.859375000000014,981.5341430928844,981.3532189352553,2127.328948635859,-11.46692916642603,4676.99913203492,1646.885106777333,9.928667186946786,981.3532189352553,982.0751659418632,9.960937497898831,1399.324379832575,2.859375000000014,981.3468961643814,2.859375000000014,2.859375000000014,2.859375000000014,10.00061034945296
0.6683216056223387,982.0751659418632,982.0751659418632,10.21728515409476,982.0751659418632,982.0751659418632,982.0751659418632,2.859375000000014,2.859375000000014,2.855534145564045,2159.751385183022,2159.751385183022,6843.18333714809,2.859375000000014,982.0751659418632,2.839778354435983,982.0751659418632,982.0751659418632,2128.217550490361,-12.18887617303399,4549.496422577723,1646.552068467287,10.18004042937442,982.0751659418632,982.0751659418632,9.964356169698844,1400.0,2.859375000000014,982.0751659418632,2.859375000000014,2.859375000000014,2.859375000000014,10.00061034945296
0.754116017691274,982.0751659418632,982.0751659418632,9.826660154177157,982.0751659418632,982.0751659418632,982.0751659418632,2.859375000000014,2.859375000000014,2.859375000000014,2165.488538950963,2165.488538950963,6848.724940146871,2.859375000000014,982.0751659418632,2.835937500000014,982.0751659418632,982.0751659418632,2127.661266695082,-12.18887617303399,4502.551238348696,1647.403972165046,9.92839533130013,982.0751659418632,982.0751659418632,9.9806102947961,1400.044638208866,2.859375000000014,982.0751659418632,2.859375000000014,2.859375000000014,2.859375000000014,10.00061034945296
0.8395024335492849,982.0751659418632,982.0751659418632,9.832763669800869,982.0751659418632,982.0751659418632,982.0751659418632,2.859375000000014,2.859375000000014,2.859375000000014,2160.432121543442,2160.432121543442,6849.954579288304,2.839894025912741,982.0751659418632,2.835937500000014,982.0751659418632,982.0751659418632,2125.838753835373,-12.18887617303399,4453.301937648464,1645.969402288825,10.00943359959826,982.0751659418632,982.0751659418632,10.00669651232964,1400.899431385185,2.859375000000014,982.0751659418632,2.859375000000014,2.859375000000014,2.859375000000014,10.00061034945296
