Rank,Sensor,Nominal Mean,Fault Mean,Nominal Std,Fault Std,% Change,t Statistic,p Value,Effect Size,Absolute Effect,Effect_Norm,Pct_Norm,P_Norm,Importance Score
1,amp_mes,983.8613862221125,980.9849800235698,0.38365939788344566,0.2301556797441031,-0.2923588870163568,491.79542106757776,0.0,9.954468025552316,9.954468025552316,1.0,0.0026899972196334928,1.0,0.7008069991658901
2,prs_up_cmp_prot[0],983.8566826755459,980.9847944549376,0.38801876100217614,0.22868239258200698,-0.291901073721261,486.75451913690773,0.0,9.901383388709906,9.901383388709906,0.9946672552761086,0.0026857848746506294,1.0,0.6981393631004496
3,prs_cmpr_up,983.8565373800003,980.9836891392456,0.4402188313066428,0.2548939727608582,-0.2919986940784142,430.2491500888356,0.0,8.794745543127373,8.794745543127373,0.8834972919247891,0.0026866830805919698,1.0,0.6425546508865722
4,prs_tur_down,983.8594623274183,980.9824300096011,0.5137041633187166,0.29749405508793064,-0.2924230978082293,369.2302946440446,0.0,7.547103317527501,7.547103317527501,0.758162394831617,0.0026905880238104075,1.0,0.5798883738229517
5,time,302.76020872398016,631.8112464326462,174.75895901543745,364.76652444421666,108.6837134561017,-76.10680585178393,0.0,-1.0413602842898475,1.0413602842898475,0.104612349109642,1.0,1.0,0.552306174554821
6,prs_bpa_dif,-251.46052888338625,-304.59768421643344,1.6282699058572354,77.697410895332,-21.13140999464346,70.13667345094643,0.0,0.8316846447707845,0.8316846447707845,0.0835488790195435,0.1944303274398019,1.0,0.30010353774171233
7,fup,5.515190222429254,6.514463146825525,0.09727981061949624,2.0190682413436303,18.11855773047344,-50.65661359751942,0.0,-0.6015951535327762,0.6015951535327762,0.06043468641302879,0.16670904180865778,1.0,0.28023005574911175
8,fup_sp,5.517347408341057,6.514735283598086,0.02345005538101258,2.0166109339104077,18.077307833637423,-50.737961886211636,0.0,-0.6015067707274027,0.6015067707274027,0.06042580770598523,0.16632950107045252,1.0,0.28011175417412837
9,pfu_mes,5.6564266952435505,6.684264686340268,0.3492169119813237,2.087664104871895,18.17115374200852,-49.10143667470858,0.0,-0.5948183923582926,0.5948183923582926,0.05975391058883727,0.1671929782685242,1.0,0.2800348487749759
10,fup_mes,5.648137706703151,6.666287942318872,0.41236158985283566,2.10197759088625,18.026299790945092,-47.81485701422547,0.0,-0.5837517850380597,0.5837517850380597,0.05864218796420019,0.1658601755287472,1.0,0.27907914664072425
11,egbp_mes[0],1440.4931009004542,1490.7708676324191,7.283318911055095,77.25809554250368,3.490316385447192,-66.15981728056687,0.0,-0.7898084778072942,0.7898084778072942,0.07934210806443093,0.03211443807408146,1.0,0.24930538545443992
12,map_mes,1228.7720940274871,1277.2158835279877,1.7114577884476079,77.81106120738939,3.9424552149226195,-63.845455317937244,0.0,-0.7571101334062785,0.7571101334062785,0.07605731732352125,0.03627457223859959,1.0,0.2489110303333405
13,prs_eg[0],1452.1792617836825,1502.3819233955028,8.100575521985734,78.6977032212501,3.457056778937704,-64.73938735199805,0.0,-0.7738871053728996,0.7738871053728996,0.07774268834722196,0.03180841608190025,1.0,0.24841386899818108
14,prs_eg_mes[0],1452.1792617836825,1502.3819233955028,8.100575521985734,78.6977032212501,3.457056778937704,-64.73938735199805,0.0,-0.7738871053728996,0.7738871053728996,0.07774268834722196,0.03180841608190025,1.0,0.24841386899818108
15,prs_thr_down,1230.867147208467,1276.9511748842253,1.5557201794191657,77.7957321473363,3.744029384509459,-60.75273684138584,0.0,-0.7203866764411714,0.7203866764411714,0.0723681742301042,0.03444885406884542,1.0,0.24651874333570573
16,prs_thr_up,1229.348521840099,1275.3454172987722,1.1760336851718904,77.78352038675047,3.7415667438087166,-60.65822318551656,0.0,-0.7191670207767048,0.7191670207767048,0.07224565079024425,0.03442619528564386,1.0,0.2464506839808153
17,prs_bpa,1229.469947940119,1275.4403782260295,1.3819102173980624,77.78064485837754,3.7390446478932073,-60.62006003138606,0.0,-0.7187648148441406,0.7187648148441406,0.07220524622703386,0.034402989454380764,1.0,0.24642351994983117
18,prs_sp_bpa,1229.469947940119,1275.4403782260295,1.3819102173980624,77.78064485837754,3.7390446478932073,-60.62006003138606,0.0,-0.7187648148441406,0.7187648148441406,0.07220524622703386,0.034402989454380764,1.0,0.24642351994983117
19,prs_thr_up_sp,1229.469947940119,1275.4403782260295,1.3819102173980624,77.78064485837754,3.7390446478932073,-60.62006003138606,0.0,-0.7187648148441406,0.7187648148441406,0.07220524622703386,0.034402989454380764,1.0,0.24642351994983117
20,map,1228.5467916974897,1274.2351436361507,1.196143064044821,77.67891940957796,3.7188939198264666,-60.33192981756175,0.0,-0.7153033659795727,0.7153033659795727,0.07185751806560096,0.034217582391758816,1.0,0.24619403375032814
21,prs_cmpr_down,1228.596598749021,1274.2721455870426,1.2671568097067578,77.67967852864957,3.717700902357145,-60.312608175144355,0.0,-0.7150909336504018,0.7150909336504018,0.07183617766562925,0.03420660542537274,1.0,0.24618007046042645
22,pfu_l_mes,3878.213213385287,3833.7685928199107,51.17472326275901,67.9764060769173,-1.1460076617752684,45.407353393172784,0.0,0.7051814361739683,0.7051814361739683,0.07084069529017768,0.010544428648347122,1.0,0.23858367623959298
23,soi_main1_chk_tu[5],0.6474602107996179,0.6442004638348617,0.020443966337655484,0.019866962864806777,-0.503466762958354,9.396805722522208,6.900205707412438e-21,0.16253465112441362,0.16253465112441362,0.01632780884997574,0.0046324030247798685,0.9999999997502732,0.20955362528247648
24,poil,6848.481228056615,6848.129424301155,2.4434748184328785,2.4952686608493586,-0.005136960206859541,8.350451969305436,7.688908062523362e-17,0.1419360067231829,0.1419360067231829,0.014258522540716856,4.726522533603348e-05,0.9999972173983549,0.20714288431763023
