Rank,Sensor,Nominal Mean,Fault Mean,Nominal Std,Fault Std,% Change,t Statistic,p Value,Effect Size,Absolute Effect,Effect_Norm,Pct_Norm,P_Norm,Importance Score
1,prs_bpa_dif,-12.343034206864068,-7.519997008847083,0.3076098594911892,0.4405310526159191,39.07497230571436,-999.0118353205099,0.0,-11.980919119976779,11.980919119976779,1.0,0.35329070058084056,1.0,0.8059872101742522
2,time,300.472025704718,632.802768171209,173.4557071820188,365.33013424389287,110.60288946601685,-97.31208809085011,0.0,-1.049945885403159,1.049945885403159,0.08763483626665146,1.0,1.0,0.5438174181333257
3,map,981.9804593535756,981.3894380336911,0.29683297357108457,0.42897862773368123,-0.060186668100660284,126.29464260041685,0.0,1.5102542056916537,1.5102542056916537,0.12605495376172615,0.0005441690392650444,1.0,0.2631907275926426
4,prs_cmpr_down,981.980841074015,981.3860722516985,0.307220301519686,0.4404473547305892,-0.06056827154244513,123.28709822677254,0.0,1.4780465091570372,1.4780465091570372,0.12336670453709747,0.000547619251493922,1.0,0.2618476380439969
5,prs_up_cmp_prot[0],981.9807062378355,981.386519378699,0.3074160139286155,0.44059887663772257,-0.060509015641766875,123.10585672344567,0.0,1.4760113446054441,1.4760113446054441,0.12319683738991011,0.0005470834978534489,1.0,0.26176254374431107
6,prs_thr_down,981.9831088285374,981.3893317455681,0.307857760134118,0.4405973654231017,-0.06046713814432288,122.93170488017779,0.0,1.47459950688409,1.47459950688409,0.12307899687139763,0.0005467048685278844,1.0,0.2617035098962572
7,amp_mes,981.983123973515,981.394032015345,0.30954901308770577,0.44266324551747477,-0.05999002872740715,121.3432517150258,0.0,1.455917276636453,1.455917276636453,0.12151966489857038,0.000542391152862596,1.0,0.26092254979514395
8,prs_cmpr_up,981.9836981290903,981.3872342940467,0.33269030867924243,0.4759010408269828,-0.060740706406832864,114.29853383669429,0.0,1.3712589762374354,1.3712589762374354,0.11445357092437272,0.0005491782963364233,1.0,0.2573915389510873
9,prs_thr_up,981.98409429112,981.3939324181565,0.37386351412805574,0.5315493522755973,-0.06009892384147815,100.93798167309485,0.0,1.213329638506124,1.213329638506124,0.10127183284987201,0.0005433757122587993,1.0,0.2507989291386137
10,prs_bpa,981.9839597687408,981.3939962877913,0.3736366954342073,0.5315664439353925,-0.0600787288917008,100.93370165169708,0.0,1.213030103263542,1.213030103263542,0.10124683182619575,0.000543193122546407,1.0,0.2507863738498618
11,prs_sp_bpa,981.9839597687408,981.3939962877913,0.3736366954342073,0.5315664439353925,-0.0600787288917008,100.93370165169708,0.0,1.213030103263542,1.213030103263542,0.10124683182619575,0.000543193122546407,1.0,0.2507863738498618
12,prs_thr_up_sp,981.9839597687408,981.3939962877913,0.3736366954342073,0.5315664439353925,-0.0600787288917008,100.93370165169708,0.0,1.213030103263542,1.213030103263542,0.10124683182619575,0.000543193122546407,1.0,0.2507863738498618
13,prs_tur_down,981.9839597687408,981.394060157426,0.3736366954342073,0.5315835273712747,-0.06007222474934171,100.92118509170261,0.0,1.2128672069520352,1.2128672069520352,0.10123323551443739,0.0005431343162856439,1.0,0.2507795580521044
14,fup,8.020119201612383,8.046110348425724,0.03218465676517617,0.05362375656810963,0.3240743205925922,-47.48069619918717,0.0,-0.5439333924133665,0.5439333924133665,0.04539997198599073,0.002930071014936416,1.0,0.2235790072974763
15,pfu_l_mes,4628.429834387507,4588.265419674093,88.3432764098895,95.00520610056206,-0.8677762470332216,32.698395996078375,2.0456694431989997e-227,0.43228106419145085,0.43228106419145085,0.03608079312301448,0.007845873206593298,1.0,0.22039415852348523
16,prs_eg[0],2362.6917324313335,2358.2198996562743,4.053755548450115,11.837700286635332,-0.18926856659618194,43.94750645359538,0.0,0.44649187220104986,0.44649187220104986,0.03726691314162842,0.0017112443220060306,1.0,0.21914682986741604
17,prs_eg_mes[0],2362.6917324313335,2358.2198996562743,4.053755548450115,11.837700286635332,-0.18926856659618194,43.94750645359538,0.0,0.44649187220104986,0.44649187220104986,0.03726691314162842,0.0017112443220060306,1.0,0.21914682986741604
18,fup_mes,7.986234251199362,8.040694162560348,0.16805392967259272,0.2056159399434673,0.6819222883777377,-22.178527732581493,1.3006350031144725e-107,-0.28026180699681436,0.28026180699681436,0.02339234612889679,0.006165501567545041,1.0,0.2135458235347119
19,pfu_mes,8.070999126430268,8.099658619090498,0.10311984734869549,0.12385597339135855,0.35509225327974975,-19.16603370882049,4.301491010723101e-81,-0.24374385588657213,0.24374385588657213,0.020344336978300587,0.003210515159179934,1.0,0.2111353230369043
20,fup_sp,8.011354653101606,8.01551322427942,0.019039425758065873,0.026013696054488545,0.05190846439690086,-14.235699879243707,9.034371693877034e-46,-0.1733399650513998,0.1733399650513998,0.01446800227224435,0.00046932285989553584,1.0,0.20737479799409084
21,map_mes,1650.8242012008943,1652.7963160184677,1.3468287841027382,22.17394018534397,0.11946243677181001,-11.50949230586973,1.530337754400445e-30,-0.10791195591353536,0.10791195591353536,0.009006984759091214,0.0010801023133171876,1.0,0.20482752307354077
22,n,1600.0081591139415,1599.916575088207,1.1929930798245596,2.3168006282769906,-0.005723972419309996,4.113672252554277,3.906732072809413e-05,0.045242283544414195,0.045242283544414195,0.0037761947219039304,5.1752467290365936e-05,0.3673488634118822,0.07537339578351553
23,egbp_mes[0],2337.447799307003,2338.3627585563977,3.3833551177184713,30.532476225046445,0.03914351583234523,-3.843640519641488,0.00012164539747929739,-0.03628588734656804,0.03628588734656804,0.003028639704784049,0.00035391042694569227,0.32624202621861603,0.06686889822419893
24,poil,6848.220736422406,6848.201398486729,2.565037573003627,2.5547357113364315,-0.00028237897727374756,0.5564296449279037,0.5779251161243325,0.0075596198273278304,0.0075596198273278304,0.0006309716100764799,2.553088609502463e-06,0.01984403592176611,0.004285058915974313
