,time,prs_bpa,prs_thr_up,fup_mes,prs_sp_bpa,prs_thr_up_sp,prs_tur_down,soi_main1_chk_tu[5],soi_main1_chk_tu[1],soi_main1_chk_tu[2],prs_eg_mes[0],prs_eg[0],poil,soi_main1_chk_tu[3],prs_cmpr_up,soi_main1_chk_tu[4],map,prs_cmpr_down,egbp_mes[0],prs_bpa_dif,pfu_l_mes,map_mes,pfu_mes,prs_up_cmp_prot[0],amp_mes,fup,n,soi_main1,prs_thr_down,soi_main1_tu,soi_main1_chk_tu[0],soi_main1_bas,fup_sp
time,1.0,0.31177314712421383,0.3105594066052186,-0.5282574938510183,0.31177314712421383,0.31177314712421383,0.3106965215633732,-0.09327003712539463,-0.11752381487483575,-0.12316365609012264,-0.5096352666754153,-0.5096352666754153,0.029379647342524014,-0.18545138744584785,0.35114917264151596,-0.12200546287026101,0.3937145959358234,0.3799853419430049,-0.5120337117266591,-0.3799509862962931,0.13921280766737248,-0.5632497556723679,-0.5326388501135655,0.38059015019607795,0.3782725425496401,-0.5299485164554089,-0.007045603937459096,-0.1133532197092862,0.3679963750774344,-0.11260612930069898,-0.08775791375226147,-0.10626524476027192,-0.5300664464904435
prs_bpa,0.31177314712421383,1.0,0.9936626457921519,-0.21785675771825583,1.0,1.0,0.996555064787174,-0.03818882726464555,-0.05596541616406918,-0.0484182715271034,-0.21644012581769698,-0.21644012581769698,0.01937614593183394,-0.06565465725270966,0.8874645636036123,-0.04452244330711594,0.7978307013335743,0.8256492212886531,-0.21696893873637277,-0.8225476659137583,0.02638169130558644,-0.228814353535001,-0.2178674643902769,0.8243466714092538,0.8855959161096315,-0.21622970569028685,-0.014227843431027296,-0.052806756110412315,0.8444532830055906,-0.05225069385842999,-0.041889781223360276,-0.0481318828918656,-0.217851110988144
prs_thr_up,0.3105594066052186,0.9936626457921519,1.0,-0.21815682798357813,0.9936626457921524,0.9936626457921524,0.9971070581394651,-0.038425202079543336,-0.054311627422477506,-0.04747917184227056,-0.21687382350995213,-0.21687382350995213,0.01994600419440885,-0.06731682053246446,0.8922693681957743,-0.04623953023583882,0.7979413916642948,0.823176716454371,-0.2176204639855597,-0.8200762941864644,0.025483667357313628,-0.229123093099206,-0.21834569037486704,0.821875069106619,0.8831080874131416,-0.21659733659632424,-0.0143005906141615,-0.05308602199825017,0.8400245702607738,-0.05252876170408141,-0.040785231031180105,-0.046595568814290125,-0.21822663689478386
fup_mes,-0.5282574938510183,-0.21785675771825583,-0.21815682798357813,1.0,-0.21785675771825697,-0.21785675771825697,-0.2176686013406702,0.12749890181977064,0.13295165893765692,0.1310624056183998,0.9719124233197411,0.9719124233197411,-0.05005619092625744,0.1898874458193888,-0.24446217438529516,0.13006681981078158,-0.27341947212444256,-0.26628440420005883,0.9700318818845034,0.2638905652694495,-0.2806151522882666,0.9760998199753421,0.9918807435807431,-0.2660647748958703,-0.2600460563231662,0.9910427234575337,0.027528738961093285,0.12916568542783557,-0.253140307205117,0.12853870346807217,0.0882019419074276,0.11533776274962496,0.9913684372614469
prs_sp_bpa,0.31177314712421383,1.0,0.9936626457921524,-0.21785675771825697,1.0,1.0,0.996555064787174,-0.03818882726464555,-0.05596541616406918,-0.0484182715271034,-0.21644012581769698,-0.21644012581769698,0.01937614593183394,-0.06565465725270966,0.8874645636036123,-0.04452244330711594,0.7978307013335743,0.8256492212886531,-0.21696893873637277,-0.8225476659137583,0.02638169130558644,-0.228814353535001,-0.2178674643902769,0.8243466714092538,0.8855959161096315,-0.21622970569028685,-0.014227843431027296,-0.052806756110412315,0.8444532830055906,-0.05225069385842999,-0.041889781223360276,-0.0481318828918656,-0.217851110988144
prs_thr_up_sp,0.31177314712421383,1.0,0.9936626457921524,-0.21785675771825697,1.0,1.0,0.996555064787174,-0.03818882726464555,-0.05596541616406918,-0.0484182715271034,-0.21644012581769698,-0.21644012581769698,0.01937614593183394,-0.06565465725270966,0.8874645636036123,-0.04452244330711594,0.7978307013335743,0.8256492212886531,-0.21696893873637277,-0.8225476659137583,0.02638169130558644,-0.228814353535001,-0.2178674643902769,0.8243466714092538,0.8855959161096315,-0.21622970569028685,-0.014227843431027296,-0.052806756110412315,0.8444532830055906,-0.05225069385842999,-0.041889781223360276,-0.0481318828918656,-0.217851110988144
prs_tur_down,0.3106965215633732,0.996555064787174,0.9971070581394651,-0.2176686013406702,0.996555064787174,0.996555064787174,1.0,-0.03805528091723404,-0.05522762584020919,-0.04754615512727581,-0.2164698425166321,-0.2164698425166321,0.020054285830370073,-0.0661998837650651,0.8900711300664623,-0.045422501319143,0.7978746294715836,0.8242930526787727,-0.2171007262571903,-0.821192246008249,0.025948982837512048,-0.22870619737618889,-0.21785485397960289,0.8229911281608697,0.8842328447313659,-0.2161927613367484,-0.014304936053730403,-0.05262685538793081,0.8420440431633966,-0.05207021240374031,-0.041337164291915036,-0.047350585593996644,-0.21781798999773463
soi_main1_chk_tu[5],-0.09327003712539463,-0.03818882726464555,-0.038425202079543336,0.12749890181977064,-0.03818882726464555,-0.03818882726464555,-0.03805528091723404,1.0,-0.10177720898749039,-0.30981825578961486,0.10589915563758791,0.10589915563758791,-0.019283270219654113,0.019269836681952666,-0.037448588444303786,0.5756130313698797,-0.04105013277389375,-0.03883994507712846,0.14212078783321644,0.038402818926613604,-0.042502353328358174,0.0930538766069759,0.11544861332453461,-0.037888834089277276,-0.03763834537257113,0.11510504388124568,0.15551360016960983,0.22438875066094166,-0.03779280389893773,0.22359032941660054,0.48330970978553744,0.26076041250061904,0.11494099785831481
soi_main1_chk_tu[1],-0.11752381487483575,-0.05596541616406918,-0.054311627422477506,0.13295165893765692,-0.05596541616406918,-0.05596541616406918,-0.05522762584020919,-0.10177720898749039,1.0,0.5951296308446509,0.20953525588072872,0.20953525588072872,-0.011375964932635128,-0.16201473827366525,-0.0632058545711751,-0.41690199926632254,-0.06984660156668251,-0.06553606129667784,0.06721750988604952,0.06639851327725996,-0.09959396213311504,0.10716213269788638,0.105168002224871,-0.06634195612106555,-0.06822772724703692,0.12422406964630414,0.17002733185721136,0.24828722879032644,-0.06556289844804955,0.2479217716392641,0.5497084624035575,0.8071464145729358,0.12429448545113198
soi_main1_chk_tu[2],-0.12316365609012264,-0.0484182715271034,-0.04747917184227056,0.1310624056183998,-0.0484182715271034,-0.0484182715271034,-0.04754615512727581,-0.30981825578961486,0.5951296308446509,1.0,0.18278390836889288,0.18278390836889288,-0.013319242578943829,0.20320138878505214,-0.05376205476721372,-0.30230130594674354,-0.06783296089875229,-0.06605160815473485,0.11517906600368968,0.06491681076618917,-0.025779873601790942,0.1187834262027865,0.1303593121710355,-0.06677973979575755,-0.0650461705852804,0.138090369049793,0.18127576065320367,0.2218646872290941,-0.060604331049542715,0.22208049650952186,0.004077334471866616,0.25910368825759267,0.13774585204196618
