,time,prs_bpa,prs_thr_up,fup_mes,prs_sp_bpa,prs_thr_up_sp,prs_tur_down,soi_main1_chk_tu[5],soi_main1_chk_tu[1],soi_main1_chk_tu[2],prs_eg_mes[0],prs_eg[0],poil,soi_main1_chk_tu[3],prs_cmpr_up,soi_main1_chk_tu[4],map,prs_cmpr_down,egbp_mes[0],prs_bpa_dif,pfu_l_mes,map_mes,pfu_mes,prs_up_cmp_prot[0],amp_mes,fup,n,soi_main1,prs_thr_down,soi_main1_tu,soi_main1_chk_tu[0],soi_main1_bas,fup_sp
time,1.0,-0.5815747677024946,-0.5816632353970004,-0.5130259228078488,-0.5815747677024946,-0.5815747677024946,0.13158110015867594,0.07318365850230474,0.05658885478979265,0.060472579120512834,-0.5822386792308584,-0.5822386792308584,0.004541585375900069,0.10730451101534264,0.15543954647021102,0.1056439906436594,-0.5817395985781011,-0.5817002373485627,-0.5859503526116627,0.5816299490558633,-0.13376223528151027,-0.5816934186091695,-0.5206187471578724,0.17801847100776538,0.18142341079687255,-0.5242086420942393,-0.007378095818595898,0.07425469427284305,-0.5818294248257133,0.07347141813180345,0.0525591511367116,0.06655403873363691,-0.5250891598094234
prs_bpa,-0.5815747677024946,1.0,0.9999693205861038,0.9598492378294909,1.0,1.0,-0.09547185969862941,-0.12864457194452414,-0.11989891099579984,-0.1424847671615683,0.9930317341454561,0.9930317341454561,-0.042260806337801174,-0.16661411863777484,-0.11371094982105753,-0.19105173465099018,0.9998759675223463,0.9998730075235297,0.9934205156215759,-0.9998518251097038,-0.23452408245574405,0.9998667923888186,0.9655655225455878,-0.12226806513340215,-0.13664153269489746,0.9773230220306848,-0.015914600770518813,-0.1577439783219433,0.9998141026934042,-0.1577794022668403,-0.09984672751601759,-0.11704625812827252,0.9784364147571185
prs_thr_up,-0.5816632353970004,0.9999693205861038,1.0,0.9597790758104133,0.9999693205861039,0.9999693205861039,-0.0954021681140525,-0.12868207978472299,-0.11978950848893591,-0.1423587680861294,0.9930307677545573,0.9930307677545573,-0.042182925783000653,-0.16656744573552915,-0.11362522766137614,-0.1910618245928158,0.9999034092579082,0.9998923871680316,0.9934514450021479,-0.9998148042302757,-0.23399150499162938,0.9998895923438058,0.9654628631579594,-0.12219361824678358,-0.13660424400498522,0.9772619474791181,-0.015898462481855623,-0.15762490933312084,0.9998425151235131,-0.1576980676032472,-0.0998140033175966,-0.11707301028990535,0.9784139987047417
fup_mes,-0.5130259228078488,0.9598492378294909,0.9597790758104133,1.0,0.9598492378294906,0.9598492378294906,-0.09057276719552565,-0.17027433561679417,-0.0762403503183207,-0.05149529360943369,0.9527742804363388,0.9527742804363388,-0.04503547654148811,-0.12754430321046312,-0.10892313868448873,-0.20288180615418522,0.9598789419330757,0.9597519665746459,0.9715588480362942,-0.9598655367019756,-0.23529253142821924,0.95991678028052,0.9620038478460466,-0.11663890395002381,-0.128724886784559,0.9804851255113538,0.017390002210842387,-0.13866260904786695,0.9597053170592218,-0.13914097110036194,-0.11143619504617283,-0.14859310333949352,0.9807945584746793
prs_sp_bpa,-0.5815747677024946,1.0,0.9999693205861039,0.9598492378294906,1.0,1.0,-0.09547185969862941,-0.12864457194452414,-0.11989891099579984,-0.1424847671615683,0.9930317341454561,0.9930317341454561,-0.042260806337801174,-0.16661411863777484,-0.11371094982105753,-0.19105173465099018,0.9998759675223463,0.9998730075235297,0.9934205156215759,-0.9998518251097038,-0.23452408245574405,0.9998667923888186,0.9655655225455878,-0.12226806513340215,-0.13664153269489746,0.9773230220306848,-0.015914600770518813,-0.1577439783219433,0.9998141026934042,-0.1577794022668403,-0.09984672751601759,-0.11704625812827252,0.9784364147571185
prs_thr_up_sp,-0.5815747677024946,1.0,0.9999693205861039,0.9598492378294906,1.0,1.0,-0.09547185969862941,-0.12864457194452414,-0.11989891099579984,-0.1424847671615683,0.9930317341454561,0.9930317341454561,-0.042260806337801174,-0.16661411863777484,-0.11371094982105753,-0.19105173465099018,0.9998759675223463,0.9998730075235297,0.9934205156215759,-0.9998518251097038,-0.23452408245574405,0.9998667923888186,0.9655655225455878,-0.12226806513340215,-0.13664153269489746,0.9773230220306848,-0.015914600770518813,-0.1577439783219433,0.9998141026934042,-0.1577794022668403,-0.09984672751601759,-0.11704625812827252,0.9784364147571185
prs_tur_down,0.13158110015867594,-0.09547185969862941,-0.0954021681140525,-0.09057276719552565,-0.09547185969862941,-0.09547185969862941,1.0,0.0002963158312057873,0.022919269148442663,0.006842488278482925,-0.09724967772350065,-0.09724967772350065,0.008278205772594947,0.012396395367014253,0.7757302515458518,0.0141574278249095,-0.09552560377900733,-0.09548966241946502,-0.09647419500313235,0.09557899073737598,-0.028720913985375907,-0.09539685424864372,-0.09171702207821167,0.6288140214952366,0.7018204130553085,-0.09248363607464406,-0.010634569713565429,0.015560302917545432,-0.09561094907298043,0.013972237702748648,0.01930221665984073,0.0015322148466437703,-0.09168382985174477
soi_main1_chk_tu[5],0.07318365850230474,-0.12864457194452414,-0.12868207978472299,-0.17027433561679417,-0.12864457194452414,-0.12864457194452414,0.0002963158312057873,1.0,-0.10436256648031327,-0.292503866255694,-0.050415453523815656,-0.050415453523815656,0.011143820482320866,-0.10104473035009978,0.003161587291354655,0.3504384318649404,-0.12811912671379003,-0.12825385472049491,-0.18535357275032596,0.12827646315560126,0.0579133998630915,-0.12823797168960172,-0.07279816497691624,0.0062620023992996975,0.003385998665672963,-0.10216830980560548,0.20823420235829493,0.27709676349185125,-0.12850365602743818,0.2766974796582643,0.4148154345779955,0.8058609960171335,-0.09836659543724187
soi_main1_chk_tu[1],0.05658885478979265,-0.11989891099579984,-0.11978950848893591,-0.0762403503183207,-0.11989891099579984,-0.11989891099579984,0.022919269148442663,-0.10436256648031327,1.0,0.0038622501003631586,-0.13319601710435522,-0.13319601710435522,-0.006813765180684816,-0.14126243440813532,0.01600289763444391,-0.17781095513956283,-0.1194449932330415,-0.11978417416510931,-0.08362764751610045,0.11997222204872653,0.03484803619673058,-0.12017528274722052,-0.053173476760839784,0.011064708985224622,0.02145872254501972,-0.09622854275327444,0.15294100882136735,0.20766338209617852,-0.11968223243260778,0.20671754230189276,0.3851534490067063,0.08839166030023125,-0.09715589376447846
soi_main1_chk_tu[2],0.060472579120512834,-0.1424847671615683,-0.1423587680861294,-0.05149529360943369,-0.1424847671615683,-0.1424847671615683,0.006842488278482925,-0.292503866255694,0.0038622501003631586,1.0,-0.1998239011617402,-0.1998239011617402,0.02242083234095541,0.3729844551289668,0.01563849340547679,-0.14203283757916962,-0.14224794482144693,-0.14241334736454453,-0.06890752821674608,0.14234874130780203,0.025531160605921106,-0.14160762892932488,-0.18009499999797646,0.017852727685855167,0.019363152293311356,-0.12748733597180323,0.048186074699732864,0.09395040605356769,-0.14207498500159357,0.092687211107283,-0.2567443131580003,-0.3053883046034979,-0.1314712591178195
